2022/5/1,0.5,0.355
2022/5/8,0.49,0.3528
2022/5/15,0.4606,0.363874
2022/5/22,0.497448,0.3482136
2022/5/29,0.497448,0.45267768
2022/6/5,0.497448,0.43775424
2022/6/12,0.5223204,0.485757972
2022/6/19,0.569329236,0.466849974
2022/6/26,0.546556067,0.524693824
2022/7/3,0.557487188,0.524037957
2022/7/10,0.613235907,0.441529853
2022/7/17,0.650030061,0.611028257
2022/7/24,0.591527356,0.425899696
2022/7/31,0.579696808,0.510133191
2022/8/7,0.608681649,0.474771686
2022/8/14,0.657376181,0.460163327
2022/8/21,0.650802419,0.618262298
2022/8/28,0.68334254,0.580841159
2022/9/4,0.628675137,0.546947369
2022/9/11,0.603528131,0.543175318
2022/9/18,0.543175318,0.434540255
2022/9/25,0.564902331,0.508412098
2022/10/2,0.593147447,0.45079206
2022/10/9,0.605010396,0.484008317
2022/10/16,0.562659669,0.512020298
2022/10/23,0.545779879,0.534864281
2022/10/30,0.507575287,0.507575287
2022/11/6,0.502499534,0.381899646
2022/11/13,0.532649506,0.42079311
2022/11/20,0.553955487,0.42100617
2022/11/27,0.509639048,0.392422067
2022/12/4,0.509639048,0.356747333
2022/12/11,0.499446267,0.389568088
2022/12/18,0.459490565,0.445705848
2022/12/25,0.500844716,0.375633537
2023/1/1,0.455768692,0.350941893
2023/1/8,0.414749509,0.323504617
2023/1/15,0.45622446,0.451662216
2023/1/22,0.479035683,0.39280926
2023/1/29,0.431132115,0.314726444
2023/2/5,0.465622684,0.372498147
2023/2/12,0.419060416,0.32267652
2023/2/19,0.377154374,0.377154374
2023/2/26,0.377154374,0.286637324
2023/3/5,0.377154374,0.320581218
2023/3/12,0.384697462,0.323145868
2023/3/19,0.377003513,0.339303161
2023/3/26,0.399623723,0.307710267
2023/4/2,0.435589858,0.361539582
2023/4/9,0.448657554,0.439684403
2023/4/16,0.408278374,0.379698888
2023/4/23,0.412361158,0.346383373
2023/4/30,0.424731993,0.416237353
2023/5/7,0.445968592,0.365694246
2023/5/14,0.490565452,0.416980634
2023/5/21,0.475848488,0.456814549
2023/5/28,0.490123943,0.392099154
2023/6/4,0.455815267,0.401117435
2023/6/11,0.474047877,0.374497823
2023/6/18,0.507231229,0.410857295
2023/6/25,0.461580418,0.360032726
2023/7/2,0.475427831,0.342308038
2023/7/9,0.446902161,0.411149988
2023/7/16,0.433495096,0.351131028
2023/7/23,0.403150439,0.3668669
