2022/5/1,5,3.55
2022/5/8,4.9,3.528
2022/5/15,4.606,3.63874
2022/5/22,4.97448,3.482136
2022/5/29,4.97448,4.5267768
2022/6/5,4.97448,4.3775424
2022/6/12,5.223204,4.85757972
2022/6/19,5.69329236,4.66849974
2022/6/26,5.46556067,5.24693824
2022/7/3,5.57487188,5.24037957
2022/7/10,6.13235907,4.41529853
2022/7/17,65.0030061,61.1028257
2022/7/24,59.1527356,42.5899696
2022/7/31,57.9696808,51.0133191
2022/8/7,60.8681649,47.4771686
2022/8/14,65.7376181,46.0163327
2022/8/21,65.0802419,61.8262298
2022/8/28,68.334254,58.0841159
2022/9/4,62.8675137,54.6947369
2022/9/11,60.3528131,54.3175318
2022/9/18,54.3175318,43.4540255
2022/9/25,56.4902331,50.8412098
2022/10/2,59.3147447,45.079206
2022/10/9,60.5010396,48.4008317
2022/10/16,56.2659669,51.2020298
2022/10/23,54.5779879,53.4864281
2022/10/30,50.7575287,50.7575287
2022/11/6,502.499534,381.899646
2022/11/13,532.649506,420.79311
2022/11/20,553.955487,421.00617
2022/11/27,509.639048,392.422067
2022/12/4,509.639048,356.747333
2022/12/11,499.446267,389.568088
2022/12/18,459.490565,445.705848
2022/12/25,500.844716,375.633537
2023/1/1,455.768692,350.941893
2023/1/8,414.749509,323.504617
2023/1/15,456.22446,451.662216
2023/1/22,479.035683,392.80926
2023/1/29,431.132115,314.726444
2023/2/5,465.622684,372.498147
2023/2/12,419.060416,322.67652
2023/2/19,377.154374,377.154374
2023/2/26,377.154374,286.637324
2023/3/5,377.154374,320.581218
2023/3/12,384.697462,323.145868
2023/3/19,377.003513,339.303161
2023/3/26,399.623723,307.710267
2023/4/2,435.589858,361.539582
2023/4/9,448.657554,439.684403
2023/4/16,408.278374,379.698888
2023/4/23,4123.61158,3463.83373
2023/4/30,4247.31993,4162.37353
2023/5/7,4459.68592,3656.94246
2023/5/14,4905.65452,4169.80634
2023/5/21,4758.48488,4568.14549
2023/5/28,4901.23943,3920.99154
2023/6/4,4558.15267,4011.17435
2023/6/11,4740.47877,3744.97823
2023/6/18,5072.31229,4108.57295
2023/6/25,4615.80418,3600.32726
2023/7/2,4754.27831,3423.08038
2023/7/9,4469.02161,4111.49988
2023/7/16,4334.95096,3511.31028
2023/7/23,4031.50439,3668.669
