2022/5/1,0.7,0.255
2022/5/8,0.69,0.2528
2022/5/15,0.6606,0.263874
2022/5/22,0.697448,0.2482136
2022/5/29,0.697448,0.35267768
2022/6/5,0.697448,0.33775424
2022/6/12,0.7223204,0.385757972
2022/6/19,0.769329236,0.366849974
2022/6/26,0.746556067,0.424693824
2022/7/3,0.757487188,0.424037957
2022/7/10,0.813235907,0.341529853
2022/7/17,0.850030061,0.511028257
2022/7/24,0.791527356,0.325899696
2022/7/31,0.779696808,0.410133191
2022/8/7,0.808681649,0.374771686
2022/8/14,0.857376181,0.360163327
2022/8/21,0.850802419,0.518262298
2022/8/28,0.88334254,0.480841159
2022/9/4,0.828675137,0.446947369
2022/9/11,0.803528131,0.443175318
2022/9/18,0.743175318,0.334540255
2022/9/25,0.764902331,0.408412098
2022/10/2,0.793147447,0.35079206
2022/10/9,0.805010396,0.384008317
2022/10/16,0.762659669,0.412020298
2022/10/23,0.745779879,0.434864281
2022/10/30,0.707575287,0.407575287
2022/11/6,0.702499534,0.281899646
2022/11/13,0.732649506,0.32079311
2022/11/20,0.753955487,0.32100617
2022/11/27,0.709639048,0.292422067
2022/12/4,0.709639048,0.256747333
2022/12/11,0.699446267,0.289568088
2022/12/18,0.659490565,0.345705848
2022/12/25,0.700844716,0.275633537
2023/1/1,0.655768692,0.250941893
2023/1/8,0.614749509,0.223504617
2023/1/15,0.65622446,0.351662216
2023/1/22,0.679035683,0.29280926
2023/1/29,0.631132115,0.214726444
2023/2/5,0.665622684,0.272498147
2023/2/12,0.619060416,0.22267652
2023/2/19,0.577154374,0.277154374
2023/2/26,0.577154374,0.186637324
2023/3/5,0.577154374,0.220581218
2023/3/12,0.584697462,0.223145868
2023/3/19,0.577003513,0.239303161
2023/3/26,0.599623723,0.207710267
2023/4/2,0.635589858,0.261539582
2023/4/9,0.648657554,0.339684403
2023/4/16,0.608278374,0.279698888
2023/4/23,0.612361158,0.246383373
2023/4/30,0.624731993,0.316237353
2023/5/7,0.645968592,0.265694246
2023/5/14,0.690565452,0.316980634
2023/5/21,0.675848488,0.356814549
2023/5/28,0.690123943,0.292099154
2023/6/4,0.655815267,0.301117435
2023/6/11,0.674047877,0.274497823
2023/6/18,0.707231229,0.310857295
2023/6/25,0.661580418,0.260032726
2023/7/2,0.675427831,0.242308038
2023/7/9,0.646902161,0.311149988
2023/7/16,0.633495096,0.251131028
